resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
TOS26_PR.P60.101.006,"Przedmiot: Kable zasilające i sygnalizacyjne, rurociągi, kanały, skrzynki rozdzielcze, przewody/izolatory szyn (zaktualizowany opis w publikacji Prezzario 2024) | Przedmiot: Jednożyłowy przewodnik Materiał: miedź czerwono-odlewana izolowana w PVC o jakości S17 Cechy: - szczegóły",Material,General,m,8.51,8.51,8.51,8.51,1,PLN,8.93,1.05,2,2,IMPIANTI - ELETTRICI / SPECIALI / PER LE COMUNICAZIONI CAM: no,Toskański katalog cen robót publicznych (wydanie 2026),INSTALACJE - ELEKTRYCZNE / SPECJALNE / DO KOMUNIKACJI: brak,Elektryczne
TOS26_AT.N09.004.012,Temat: INSTALACJE / MASZYNY Użycie: DO ROBÓT DROGOWYCH Specyfikacja: dostarczone na plac budowy | Temat: GUMA / GUMA z układem operacyjnym | o 10000 kg - 1 miesiąc,Equipment,General,ora,49.94,49.94,49.94,49.94,1,PLN,0.43,0.0087,2,2,INFRASTRUTTURE STRADALI,Toskański katalog cen robót publicznych (wydanie 2026),INFRASTRUKTURY DROGOWE,kruszywo
TOS26_PR.P01.003.031,Przedmiot: INERTY cechy: - wolne od elementów zamarzających; - wolne od łamliwych i pylistych lub łupkowatych części; - wolne od istotnych ilości gipsu i siarczanów. | Typ: recyklingowe cechy: z instalacji odzysku | Przedmiot: granulaty minimalna granulometria (mm): 0 maksymalna granulometria (mm):,Material,General,t,22.17,22.17,22.17,22.17,1,PLN,42.13,1.9,2,2,INFRASTRUTTURE STRADALI,Toskański katalog cen robót publicznych (wydanie 2026),INFRASTRUKTURY DROGOWE,kruszywo
TOS26_AT.N01.060.050,Typ: MASZYNY OPERATORSKIE Specyfikacja: dostarczone na plac budowy | Przedmiot: AKCESORIA Użycie: DO RÓŻNYCH PRAC | Złożona zaginarka - 1 miesiąc,Equipment,General,ora,17.96,17.96,17.96,17.96,1,PLN,0.11,0.006,2,2,INFRASTRUTTURE STRADALI,Toskański katalog cen robót publicznych (wydanie 2026),INFRASTRUKTURY DROGOWE,Zbrojenie
TOS26_PR.P06.002.010,"Przedmiot: STAL Użycie: NA KONSTRUKCJE Z BETONU ZBROJONEGO I BETONU PRESTREŻONEGO. Typ: B450C dla zwykłego betonu zbrojonego kontrolowanego w zakładzie. Zgodność: Normy Techniczne dla Budownictwa, D.M. 17/01/2018 | SIEĆ ELEKTROSTALDOWA Z LEPSZĄ ADHERENCJĄ. Zgodność z UNI EN 10080:2005 Format 2000",Material,Concrete & Cement,kg,3.43,3.43,3.43,3.43,1,PLN,3.6,1.05,2,2,INFRASTRUTTURE STRADALI,Toskański katalog cen robót publicznych (wydanie 2026),INFRASTRUKTURY DROGOWE,Zbrojenie
TOS26_PR.P22.100.005,"Temat: PRODUKTY DO PODŁÓG I OKŁADZIN | Zintegrowany taktylny szlak podeszwy w LOGES-VET-EVOLUTION (LVE) z równomiernie rozmieszczonymi trapezoidalnymi wypukłościami. Wysokość wypukłości nie mniejsza niż 3 mm i szerokość zgodnie z tabelą 3 - ""WT6"" normy CEN/TS 15209, z odległością między wypukłościami zgodnie z",Material,General,cad,106.02,106.02,106.02,106.02,1,PLN,141.37,1.3335,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,POSADZKA
TOS26_PR.P22.100.006,"Temat: PRODUKTY DO PODŁÓG I OKŁADZIN | Zintegrowany taktylny szlak podeszwy w LOGES-VET-EVOLUTION (LVE) z równomiernie rozmieszczonymi trapezoidalnymi wypukłościami. Wysokość wypukłości nie mniejsza niż 3 mm i szerokość zgodnie z tabelą 3 - ""WT6"" normy CEN/TS 15209, z odległością między wypukłościami zgodnie z",Material,General,cad,106.02,106.02,106.02,106.02,1,PLN,141.36,1.3334,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,POSADZKA
TOS26_PRCAM.P18.MWR40.002,Temat: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości (DoP) | POCHODZENIE MINERALNE. PŁYTY TWARDE Z WEŁNY MINERALNEJ - MW. Z POWŁOKĄ Z WŁÓKNA MINERALNEGO WZMOCNIONEGO NA JEDNEJ STRONIE Gęstość ρ ~ (kg/m³): 110-12,Material,General,m²,72.45,72.45,72.45,72.45,1,PLN,76.08,1.05,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_PRCAM.P18.MWR40.005,Temat: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości (DoP) | POCHODZENIE MINERALNE. PŁYTY TWARDE Z WEŁNY MINERALNEJ - MW. Z POWŁOKĄ Z WŁÓKNA MINERALNEGO WZMOCNIONEGO NA JEDNEJ STRONIE Gęstość ρ ~ (kg/m³): 110-12,Material,General,m²,132.81,132.81,132.81,132.81,1,PLN,139.45,1.05,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_PRCAM.P18.MWV22.001,"Temat: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości (DoP) | POCHODZENIE MINERALNE. PANELE Z WEŁNY SZKLANEJ - MW. OBRÓBKA Z RESINAMI TERMOUTWARDZALNYMI, POKRYTE WARSTWĄ BITUMU Gęstość ρ ~ (kg/m³): 95-",Material,General,m²,71.21,71.21,71.21,71.21,1,PLN,74.77,1.05,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_PRCAM.P18.MWV22.002,"Temat: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości (DoP) | POCHODZENIE MINERALNE. PANELE Z WEŁNY SZKLANEJ - MW. OBRÓBKA Z RESINAMI TERMOUTWARDZALNYMI, POKRYTE WARSTWĄ BITUMU Gęstość ρ ~ (kg/m³): 95-",Material,General,m²,83.89,83.89,83.89,83.89,1,PLN,88.08,1.05,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_PRCAM.P18.MWV22.003,"Temat: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości (DoP) | POCHODZENIE MINERALNE. PANELE Z WEŁNY SZKLANEJ - MW. OBRÓBKA Z RESINAMI TERMOUTWARDZALNYMI, POKRYTE WARSTWĄ BITUMU Gęstość ρ ~ (kg/m³): 95-",Material,General,m²,108.18,108.18,108.18,108.18,1,PLN,113.59,1.05,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_PRCAM.P18.MWV22.005,"Temat: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości (DoP) | POCHODZENIE MINERALNE. PANELE Z WEŁNY SZKLANEJ - MW. OBRÓBKA Z RESINAMI TERMOUTWARDZALNYMI, POKRYTE WARSTWĄ BITUMU Gęstość ρ ~ (kg/m³): 95-",Material,General,m²,135.27,135.27,135.27,135.27,1,PLN,142.03,1.05,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_PRCAM.P18.MWR38.010,Przedmiot: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości (DoP) | POCHODZENIE MINERALNE. PANELE Z WEŁNY SKAŁKOWEJ - MW. OBRÓBKA JEDNEJ STRONY Z PRIMEREM NA SILIKATY Wapń Densytet ρ ~ (kg/m³): 100 Zgodne,Material,Paint & Coatings,m²,224.03,224.03,224.03,224.03,1,PLN,257.64,1.15,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_PRCAM.P18.MWV14.002,Temat: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości (DoP) | POCHODZENIE MINERALNE. PANELE Z WEŁNY SZKLANEJ - MW. Gęstość ρ ~ (kg/m³): 55 Zgodne z: - UNI EN 10456:2008 - UNI EN 13162:2015 - UNI EN 13501,Material,General,m²,45.99,45.99,45.99,45.99,1,PLN,52.88,1.15,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_PRCAM.P18.MWV16.001,Temat: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości (DoP) | POCHODZENIE MINERALNE. PANELE Z WEŁNY SZKLANEJ - MW. Gęstość ρ ~ (kg/m³): 60 Zgodne z: - UNI EN 10456:2008 - UNI EN 13162:2015 - UNI EN 13501,Material,General,m²,39.47,39.47,39.47,39.47,1,PLN,45.39,1.15,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_PRCAM.P18.MWV18.001,Temat: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości (DoP) | POCHODZENIE MINERALNE. PANELE Z WEŁNY SZKLANEJ - MW. Gęstość ρ ~ (kg/m³): 80 Zgodne z: - UNI EN 10456:2008 - UNI EN 13162:2015 - UNI EN 13501,Material,General,m²,44.24,44.24,44.24,44.24,1,PLN,50.88,1.15,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_PRCAM.P18.MWV18.002,Temat: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości (DoP) | POCHODZENIE MINERALNE. PANELE Z WEŁNY SZKLANEJ - MW. Gęstość ρ ~ (kg/m³): 80 Zgodne z: - UNI EN 10456:2008 - UNI EN 13162:2015 - UNI EN 13501,Material,General,m²,61.67,61.67,61.67,61.67,1,PLN,70.92,1.15,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_PRCAM.P18.WF20.006,Przedmiot: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości Użytkowych (DoP) | POCHODZENIE ROŚLINNE: PANELE Z WŁÓKNA DREWNIANEGO - WF. PRODUKTY Z CYKLEM MOKRYM Gęstość ρ ~ (kg/m³): 160 Zgodne z: - UNI EN 13171:2015; - U,Material,General,m²,98.8,98.8,98.8,98.8,1,PLN,113.62,1.15,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_PR.P22.032.001,Przedmiot: PRODUKTY DO PODŁÓG I WYKOŃCZEŃ | KLEJ DO TKANINOWYCH PODŁÓG I WYKŁADZIN Zgodnie z: UNI EN 14259:2004 | akryl w dyspersji wodnej,Material,General,kg,14.92,14.92,14.92,14.92,1,PLN,2.98,0.2,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,POSADZKA
TOS26_PR.P08.024.113,Typ: TECHNOLOGIA XLAM Obiekt: PANELE Materiał: Sklejka XLAM Wliczone: - Rysunki konstrukcyjne z placu budowy i instrukcje montażu - Opłaty za pierścienie podnoszące - Cięcia - Odpady - Otwory i kanały - Wkręty i okucia do montażu konstrukcji - Elementy drewniane łączące,Material,General,%,2543.44,2543.44,2543.44,2543.44,1,PLN,38.15,0.015,2,2,STRUTTURE IN LEGNO CAM: no,Toskański katalog cen robót publicznych (wydanie 2026),DREWNO KONSTRUKCYJNE CAM: nie,Stropy
TOS26_PR.P45.010.005,"PRODUKTY DO ZIELENI I URBANISTYKI | Materiały uzupełniające | Geowłóknina na matę ściółkującą z wodoodpornego geowłókniny, w rolce.",Material,General,m²,0.5,0.5,0.5,0.5,1,PLN,2.47,4.9,2,2,OPERE FORESTALI CAM: no,Toskański katalog cen robót publicznych (wydanie 2026),PRACE LEŚNE CAM: brak,"Zalesianie, nasadzenia i szkółki drzewne"
TOS26_PR.P62.090.003,"Temat: Modularne urządzenia sterujące, sygnalizacyjne i regulacyjne, skrzynki modułowe i wykończenia, gniazda i wtyczki przemysłowe, oprawy oświetleniowe | Temat: Panel LED z podświetleniem Materiał: - ramka z ocynkowanej i pomalowanej na farbę stalowej; - ekran z przezroczystego poliwęglanu. Specyfikacja: - sufit",Material,General,cad,341.52,341.52,341.52,341.52,1,PLN,341.52,1.0,2,2,IMPIANTI - ELETTRICI / SPECIALI / PER LE COMUNICAZIONI CAM: no,Toskański katalog cen robót publicznych (wydanie 2026),INSTALACJE - ELEKTRYCZNE / SPECJALNE / DO KOMUNIKACJI: brak,Elektryczne
TOS26_PR.P64.020.031,"Przedmiot: Produkty do instalacji elektrycznych i specjalnych, urządzenia do instalacji telefonicznych i transmisji danych, instalacje domofonowe, wideodomofonowe, TV i CCTV | Przedmiot: Instalacje TV | Przedmiot: ekranowany kabel koncentryczny Użycie: wewnętrzne z przewodem miedzianym Ø 0,8 mm. Specyfikacja: - impedancja 75 ± 3Ω; - gniazdo",Material,General,m,1.47,1.47,1.47,1.47,1,PLN,9.14,6.24,2,2,IMPIANTI - ELETTRICI / SPECIALI / PER LE COMUNICAZIONI CAM: no,Toskański katalog cen robót publicznych (wydanie 2026),INSTALACJE - ELEKTRYCZNE / SPECJALNE / DO KOMUNIKACJI: brak,Elektryczne
TOS26_PR.P64.020.053,"Przedmiot: Produkty do instalacji elektrycznych i specjalnych, urządzenia do instalacji telefonicznych i transmisji danych, instalacje domofonowe, wideodomofonowe, TV i CCTV | Przedmiot: Instalacje TV | Przedmiot: Rozdzielacz 5-żyłowy",Material,General,cad,58.2,58.2,58.2,58.2,1,PLN,11.64,0.2,2,2,IMPIANTI - ELETTRICI / SPECIALI / PER LE COMUNICAZIONI CAM: no,Toskański katalog cen robót publicznych (wydanie 2026),INSTALACJE - ELEKTRYCZNE / SPECJALNE / DO KOMUNIKACJI: brak,Elektryczne
TOS26_PR.P61.099.030,PRODUKTY DO INSTALACJI ELEKTRYCZNYCH: SZAFY ELEKTRYCZNE (STOLARSKIE I URZĄDZENIA) (opis zaktualizowany w publikacji Prezzario 2024) | Obiekt: Modułowe urządzenia sterujące Użycie: montaż na szynie DIN. | Obiekt: Kontroler dwubiegunowy AC7 Specyfikacja: - 1NA+1NC; - 16A; - 230V.,Material,General,cad,131.92,131.92,131.92,131.92,1,PLN,131.92,1.0,2,2,IMPIANTI - ELETTRICI / SPECIALI / PER LE COMUNICAZIONI CAM: no,Toskański katalog cen robót publicznych (wydanie 2026),INSTALACJE - ELEKTRYCZNE / SPECJALNE / DO KOMUNIKACJI: brak,Elektryczne
TOS26_AT.N01.003.063,Typ: MASZYNY OPERATORSKIE Specyfikacja: dostarczone na plac budowy | Użycie: DO ZAGĘSZCZANIA | Zagęszczarka na płycie wibracyjnej z silnikiem spalinowym masa 400 kg - 1 dzień,Equipment,General,ora,25.92,25.92,25.92,25.92,1,PLN,2.59,0.1,2,2,INFRASTRUTTURE STRADALI,Toskański katalog cen robót publicznych (wydanie 2026),INFRASTRUKTURY DROGOWE,Wykończenia
TOS26_PR.P36.011.001,"BITUMY, EMULSJE I MIKSY BITUMICZNE | MIKSY BITUMICZNE NA CIEPŁO Z mieszanki kruszyw i wypełniaczy zgodnych z normą UNI EN 13043:2004 ''bez składników pochodzących z cyklu odzysku'', destylowany asfalt typu 50-70 lub 70-100 zgodny z normą UNI EN 12591:2009; % pustek",Material,General,t,405.23,405.23,405.23,405.23,1,PLN,49.03,0.121,2,2,INFRASTRUTTURE STRADALI,Toskański katalog cen robót publicznych (wydanie 2026),INFRASTRUKTURY DROGOWE,Układanie nawierzchni bitumicznej
TOS26_PR.P01.002.041,"Przedmiot: INERTY Charakterystyka: - wolne od elementów żelujących; - wolne od łamliwych i pylistych lub łupkowatych części; - wolne od istotnych ilości gipsu i siarczanów. | Typ: - piaski - żwiry, - kruszywo - kamienie - pyły | Przedmiot: stabilizowany kopalniany",Material,General,t,48.67,48.67,48.67,48.67,1,PLN,92.48,1.9,2,2,INFRASTRUTTURE STRADALI,Toskański katalog cen robót publicznych (wydanie 2026),INFRASTRUKTURY DROGOWE,Nawierzchnie drogowe
TOS26_AT.N01.073.010,"Typ: MASZYNY OPERATORSKIE Specyfikacja: dostarczone na plac budowy | Obiekt: AUTOBETONIARKA | Autobetonarka o pojemności od 6000 do 10000 l, napęd hydrostatyczny - 1 miesiąc",Equipment,General,ora,62.85,62.85,62.85,62.85,1,PLN,6.29,0.1,2,2,INFRASTRUTTURE STRADALI,Toskański katalog cen robót publicznych (wydanie 2026),INFRASTRUKTURY DROGOWE,Nawierzchnie drogowe
TOS26_AT.N02.023.016,Przedmiot: ŚRODKI TRANSPORTU / MASZYNY NIEOPERUJĄCE Wliczono; - koszt kierowcy; - ubezpieczenia; - koszty materiałów eksploatacyjnych; - wszelkie inne wydatki na zapewnienie pełnej sprawności pojazdu. | Lokalizacja: AKCESORIA DO CIĄGNIKA / SILNIKA Użycie: do wykonywania prac leśnych,Equipment,General,ora,14.89,14.89,14.89,14.89,1,PLN,808.54,54.285,2,2,OPERE FORESTALI CAM: no,Toskański katalog cen robót publicznych (wydanie 2026),PRACE LEŚNE CAM: brak,INTERWENCJE W ZAKRESIE UŻYTKU LEŚNEGO
TOS26_AT.N01.017.002,"Typ: MASZYNY OPERATORSKIE Specyfikacja: dostarczone na plac budowy | Użycie: DO OPERACJI LEŚNYCH | Linia teleferyczna z mobilną stacją napędową, napędzana przez mocowanie ciągnika, do wycinki na odległości maksymalnie 600-800 metrów, średnica liny nośnej 20mm, siła ciągu do 4,5 tony",Equipment,General,ora,137.07,137.07,137.07,137.07,1,PLN,17194.85,125.45,2,2,OPERE FORESTALI CAM: no,Toskański katalog cen robót publicznych (wydanie 2026),PRACE LEŚNE CAM: brak,INTERWENCJE W ZAKRESIE UŻYTKU LEŚNEGO
TOS26_PR.P10.205.114,"Obiekt: BETON PREFABRYKOWY O GWARANTOWANEJ WYDAJNOŚCI / MIESZANY WCZEŚNIEJ / WYKONANY NA BUDOWIE. Zgodnie z: - Wytycznymi Rady Nadzorczej ds. Prac Publicznych, dotyczącymi produkcji, transportu i kontroli betonu prefabrykowanego; - UNI EN 12390:2021; - UNI EN 206:2021; - Nie",Material,General,m³,755.55,755.55,755.55,755.55,1,PLN,755.55,1.0,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,WYLEW
TOS26_PR.P10.207.124,"Obiekt: BETON PREFABRYKOWY O GWARANTOWANEJ WYDAJNOŚCI / MIESZANY WCZEŚNIEJ / WYKONANY NA BUDOWIE. Zgodnie z: - Wytycznymi Rady Nadzorczej ds. Prac Publicznych, dotyczącymi produkcji, transportu i kontroli betonu prefabrykowanego; - UNI EN 12390:2021; - UNI EN 206:2021; - Nie",Material,General,m³,755.97,755.97,755.97,755.97,1,PLN,755.97,1.0,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,WYLEW
TOS26_PR.P10.305.114,"Obiekt: BETON PREFABRYKOWY O GWARANTOWANEJ WYDAJNOŚCI / MIESZANY WCZEŚNIEJ / WYKONANY NA BUDOWIE. Zgodnie z: - Wytycznymi Rady Nadzorczej ds. Prac Publicznych, dotyczącymi produkcji, transportu i kontroli betonu prefabrykowanego; - UNI EN 12390:2021; - UNI EN 206:2021; - Nie",Material,General,m³,474.67,474.67,474.67,474.67,1,PLN,474.67,1.0,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,WYLEW
TOS26_AT.N09.009.009,Przedmiot: INSTALACJE / MASZYNY Użycie: NA PRACE DROGOWE Specyfikacja: dostarczone na plac budowy | Przedmiot: TANDEMOWY WALEC ŻELAZNY / ŻELAZO (tandem) z operacyjnym ustawieniem | o 2500 kg - 1 miesiąc,Equipment,General,ora,31.42,31.42,31.42,31.42,1,PLN,0.31,0.01,2,2,INFRASTRUTTURE STRADALI,Toskański katalog cen robót publicznych (wydanie 2026),INFRASTRUKTURY DROGOWE,Nawierzchnie drogowe
TOS26_PR.P26.116.004,"Temat: MATERIAŁY DO WYKOŃCZEŃ - FARBY, LAKIERY, EMALIA I NARZĘDZIA DO ICH APLIKACJI Zgodnie z: UNI EN ISO 4618:2023. | LAKIER SYNTETYCZNY Z RESINAMI ALKIDOWYMI DO DREWNA I ŻELAZA | KOLORY SATYNOWE Gęstość: 1,25 g/cm³",Material,General,l,67.26,67.26,67.26,67.26,1,PLN,9.42,0.14,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Malowanie / lakierowanie
TOS26_PRCAM.P18.EPS02.003,"Przedmiot: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości (DoP) | Z SINTETYCZNYCH PANELI Z POLISTYRENU EKSPANDOWANEGO SPIENIONEGO Z KOMÓRKAMI ZAMKNIĘTYMI - EPS Z GRAFITEM Nie zawierają CFC, HCF i HCFC. Gęstość ρ ~ (kg",Material,General,m²,12.84,12.84,12.84,12.84,1,PLN,13.48,1.05,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_PRCAM.P18.EPS02.004,"Przedmiot: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości (DoP) | Z SINTETYCZNYCH PANELI Z POLISTYRENU EKSPANDOWANEGO SPIENIONEGO Z KOMÓRKAMI ZAMKNIĘTYMI - EPS Z GRAFITEM Nie zawierają CFC, HCF i HCFC. Gęstość ρ ~ (kg",Material,General,m²,16.06,16.06,16.06,16.06,1,PLN,16.87,1.05,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_PRCAM.P18.EPS02.005,"Przedmiot: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości (DoP) | Z SINTETYCZNYCH PANELI Z POLISTYRENU EKSPANDOWANEGO SPIENIONEGO Z KOMÓRKAMI ZAMKNIĘTYMI - EPS Z GRAFITEM Nie zawierają CFC, HCF i HCFC. Gęstość ρ ~ (kg",Material,General,m²,19.25,19.25,19.25,19.25,1,PLN,20.22,1.05,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_PRCAM.P18.EPS02.006,"Przedmiot: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości (DoP) | Z SINTETYCZNYCH PANELI Z POLISTYRENU EKSPANDOWANEGO SPIENIONEGO Z KOMÓRKAMI ZAMKNIĘTYMI - EPS Z GRAFITEM Nie zawierają CFC, HCF i HCFC. Gęstość ρ ~ (kg",Material,General,m²,25.67,25.67,25.67,25.67,1,PLN,26.95,1.05,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_PRCAM.P18.EPS02.007,"Przedmiot: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości (DoP) | Z SINTETYCZNYCH PANELI Z POLISTYRENU EKSPANDOWANEGO SPIENIONEGO Z KOMÓRKAMI ZAMKNIĘTYMI - EPS Z GRAFITEM Nie zawierają CFC, HCF i HCFC. Gęstość ρ ~ (kg",Material,General,m²,32.09,32.09,32.09,32.09,1,PLN,33.69,1.05,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_PRCAM.P18.EPS10.009,"Przedmiot: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości (DoP) | Z SYNTEZY ORYGINALNE PANELE Z EPS (ekstrudowanego polistyrenu ekspandowanego) o zamkniętych komórkach - EPS. Wolne od CFC, HCF i HCFC. Gęstość ρ ~ (kg/m³): 17-19",Material,General,m²,68.91,68.91,68.91,68.91,1,PLN,79.25,1.15,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_PRCAM.P18.EPS10.010,"Przedmiot: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości (DoP) | Z SYNTEZY ORYGINALNE PANELE Z EPS (ekstrudowanego polistyrenu ekspandowanego) o zamkniętych komórkach - EPS. Wolne od CFC, HCF i HCFC. Gęstość ρ ~ (kg/m³): 17-19",Material,General,m²,71.29,71.29,71.29,71.29,1,PLN,81.98,1.15,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_PRCAM.P18.EPS10.011,"Przedmiot: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości (DoP) | Z SYNTEZY ORYGINALNE PANELE Z EPS (ekstrudowanego polistyrenu ekspandowanego) o zamkniętych komórkach - EPS. Wolne od CFC, HCF i HCFC. Gęstość ρ ~ (kg/m³): 17-19",Material,General,m²,84.1,84.1,84.1,84.1,1,PLN,96.72,1.15,2,2,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
